Year,Trade openness (share of exports and imports in GDP)
2006,100.745578788226
2007,101.244514199513
2008,113.577316028957
2009,86.8851201869058
2010,80.9204457583514
2011,83.8217528475713
2012,82.0400554472516
2013,83.2595719840011
2014,84.7409436644564
2015,76.1175216623476
2016,76.4551589573055
2017,83.523172517513
2018,89.9779060412351
2019,90.1106076335994
1950,18.4365250541062
1951,25.6917113747827
1952,22.9097184380915
1953,22.153568329735
1954,20.8961016172965
1955,20.6725589469629
1956,23.5005943950537
1957,24.6616881918419
1958,19.827694589453
1959,20.5619839046061
1960,20.1721991823482
1961,19.3788507183259
1962,17.9738286662121
1963,18.1609738031217
1964,18.4186750885128
1965,18.8638079756184
1966,18.8221488095113
1967,18.3383724320822
1968,18.3578877257443
1969,18.7497333940678
1970,19.5661448255947
1971,19.918116938965
1972,18.1451642365182
1973,19.2981314826895
1974,26.9043547825847
1975,24.5979716097079
1976,25.3262622289695
1977,23.6290866918804
1978,19.7273072768368
1979,23.1440754776235
1980,27.2277616831733
1981,27.6288385217908
1982,27.2932104663425
1983,25.060116036395
1984,26.3405837481833
1985,24.5959974347141
1986,18.1510900118969
1987,17.1063640217492
1988,17.1853875125939
1989,18.8722123124478
1990,19.6627488241512
1991,18.073942508306
1992,17.3298040342119
1993,16.0138787096878
1994,16.1044723058705
1995,16.6794818841082
1996,18.5245001539539
1997,20.0407381925235
1998,19.2320217080914
1999,18.3489598227121
2000,19.8196527094812
2001,19.7981281249701
2002,20.6856113593736
2003,21.5831293981556
2004,23.9223564559182
2005,26.5154937832549
2006,30.3317816192197
2007,33.0938884857704
2008,34.3990204251571
2009,24.4908999164455
2010,28.6130077131406
2011,30.3930029700341
2012,30.6361236890786
2013,34.1475222566436
2014,37.5457697966046
2015,35.6410207185955
2016,31.541805125769
2017,34.5734381588921
2018,36.8165073643981
2019,34.7282920536664
1954,50.3592407609229
1955,73.9051823386883
1956,50.8801027453958
1957,63.2282458103615
1958,59.3737500190672
1959,64.3975012521137
1960,57.8370287767733
1961,56.7019487845907
1962,57.5539682929248
1963,65.239965193235
1964,53.4748127210594
1965,55.0832404343718
1966,65.9328646542151
1967,42.2615403202434
1968,40.230381030448
1969,53.708820508741
1970,43.3848510475854
1971,45.911008702605
1972,59.9483455846882
1973,69.4541343346535
1974,89.780685474272
1975,104.987935140997
1976,114.435229568036
1977,117.996798127443
1978,108.497883176678
1979,121.888228483646
1980,116.834381470543
1981,139.611600665953
1982,132.557241534988
1983,116.314076339134
1984,116.381608880195
1985,110.503018246804
1986,82.8230773562941
1987,91.9055831651647
1988,109.79640897969
1989,130.612917957703
1990,151.336820389914
1991,139.22221470273
1992,129.698909317418
1993,128.795175562375
1994,116.78703584461
1995,121.950464730595
1996,128.253830911778
1997,118.297507814835
1998,106.861653914492
1999,102.384915865103
2000,107.91789798185
2001,106.910777187016
2002,111.638719702338
2003,113.270985402338
2004,131.70758554723
2005,143.630900210611
2006,138.653316410687
2007,142.77932729336
2008,140.91056081392
2009,112.15194668779
2010,114.22372177524
2011,118.700028623223
2012,117.852722496772
2013,111.449127253403
2014,109.938460362358
2015,95.3575208964485
2016,88.7198135856517
2017,89.9319727891156
2018,88.0814907158323
2019,85.6953930499731
1990,38.2208249339364
1991,73.0859938669813
1992,166.499325115144
1993,84.634521855277
1994,84.1817390088715
1995,82.522407044045
1996,71.2735732877076
1997,72.3595506961877
1998,65.2041827454394
1999,82.579151355772
2000,105.699692634521
2001,92.8490685069707
2002,94.0316931199697
2003,91.4633383745575
2004,96.4092046280375
2005,97.7625030243024
2006,91.4535267973373
2007,92.1616330969975
2008,94.2948046483658
2009,75.7660674636533
2010,74.1382658957842
2011,73.1178570509129
2012,73.7237324891671
2013,65.4076093299538
2014,64.9720346513507
2015,53.0497288072652
2016,60.3115965864153
2017,56.825387384286
2018,63.5279565118188
2019,63.8975682876009
1950,41.8605378873208
1951,48.3299113045683
1952,51.4826682029643
1953,44.2442009519859
1954,41.50619572778
1955,43.5308955759026
1956,42.8070267888688
1957,40.6938888469121
1958,37.7770112542115
1959,37.78792715722
1960,39.3835741298637
1961,38.785904549977
1962,37.6875205128835
1963,36.8949093952379
1964,38.1658006835633
1965,37.6389035801026
1966,39.0342284562333
1967,35.5864197908973
1968,36.2874142629757
1969,35.7575642122188
1970,37.9631267018283
1971,40.1209245050873
1972,36.6367603285883
1973,37.4432120454769
1974,49.6129280095698
1975,42.782993887693
1976,42.6932467865588
1977,44.2384822823941
1978,44.8890907696187
1979,39.0184313778635
1980,45.6209364341024
1981,40.5403298002845
1982,35.61355525461
1983,33.455028947815
1984,35.677167719989
1985,34.2225554996268
1986,34.1129118870909
1987,31.7158475508567
1988,32.5516477457824
1989,35.6731858808109
1990,38.2069433515336
1991,37.1141191324496
1992,35.7957440810895
1993,52.5277369670959
1994,47.7700889855688
1995,47.4486704464732
1996,46.1199192156073
1997,44.0861420208983
1998,40.607257865208
1999,40.7556786069774
2000,44.9154650792239
2001,47.6221387477756
2002,45.846506233887
2003,45.7895532410064
2004,51.4916033864331
2005,55.2120136649068
2006,55.2349269054673
2007,53.8928912740616
2008,57.5758013796861
2009,50.8625309365231
2010,54.2274712255027
2011,60.448671176666
2012,55.2220995170363
2013,51.2840003583228
2014,51.3005589260747
2015,44.1785941026858
2016,37.7002100937327
2017,37.3948359712054
2018,36.1493881524954
2019,33.4014437252828
1970,90.1968524482594
1971,90.9571778082378
1972,86.6746756768705
1973,92.9586956962971
1974,93.2381702298818
1975,93.8211725003423
1976,95.2443730738053
1977,97.6043524211707
1978,101.015229067085
1979,114.28571402211
1980,118.181815709737
1981,152.362465474981
1982,125.529222115642
1983,113.795529471381
1984,145.001989913347
1985,147.022169137107
1986,144.172597116226
1987,129.017531324381
1988,132.187461436735
1989,143.245051767887
1990,158.874757516754
1991,93.3783336450225
1992,86.2910349832854
1993,75.4636606104523
1994,86.1222796979762
1995,83.5201439884611
1996,84.2879637995049
1997,82.1026870367415
1998,76.1614558338324
1999,64.885217137895
2000,105.455494570716
2001,114.400327706639
2002,132.19075142315
2003,113.650504001269
2004,107.306331250821
2005,125.533178656846
2006,95.7982544793834
2007,99.8449565047274
2008,97.5684719837046
2009,101.867565458572
2010,90.6022652022657
2011,100.69290200983
2012,104.557272873691
2013,105.829216861238
2014,115.672094217082
2015,122.310942587677
2016,128.970307664276
2017,119.896733188331
2018,96.2818565868431
2019,93.906047509349
1990,79.7500584154579
1991,79.9454027509523
1992,79.9408818312193
1993,79.3638907384624
1994,80.531435672155
1995,79.92731909533
1996,77.6329174301963
1997,84.03407055262
1998,78.1149692994131
1999,70.7497124267423
2000,103.237530052009
2001,60.3576654774702
2002,48.6539416666302
2003,51.0349256639705
2004,56.5333343062137
2005,59.2304344570719
2006,65.9189940894062
2007,68.5166922087713
2008,69.9502055495547
2009,69.0260667944099
2010,75.4458691620377
2011,81.6298977990606
2012,77.155225496826
2013,71.5951606807848
2014,73.720779941568
2015,72.3298345154967
2016,74.6131085203851
2017,79.1831940230697
2018,82.0096840384347
2019,85.1994707058194
1970,84.0155945419103
1971,85.0217076700434
1972,89.336978810663
1973,94.1983780411728
1974,98.8195173137461
1975,106.542324246772
1976,110.583941605839
1977,115.449160908193
1978,110.412757973734
1979,106.783625730994
1980,111.43778207608
1981,105.924136951272
1982,104.892178950756
1983,106.871609403255
1984,104.747081712062
1985,96.4186046511628
1986,94.1956563521046
1987,89.6678966789668
1988,90.507535077083
1989,93.7701245975081
1990,102.608858858859
1991,267.390610028745
1992,94.6961894953656
1993,92.0481261236344
1994,92.8319783197832
1995,96.5678233438486
1996,91.4731148584155
1997,92.4405343760182
1998,94.9538383710636
1999,85.3653217011996
2000,86.6205704407952
2001,86.8504672897196
2002,81.2251941328732
2003,86.5563888694189
2004,89.3012103219913
2005,92.2434620438266
2006,89.7115710892433
2007,91.7313771830208
2008,92.6829883897022
2009,88.811647429171
2010,97.0283261283594
2011,99.1155438464434
2012,101.011863224006
2013,97.6060949018163
2014,100.036728961867
2015,98.6975314013866
2016,96.1576725258425
2017,97.840046629921
2018,100.485835204271
2019,101.454765601666
1990,78.7383177570094
1991,72
1992,83.1916902738432
1993,74.7063327544027
1994,73.8302050053248
1995,71.8242686635574
1996,87.2957738051993
1997,84.4771343003419
1998,94.5092945286033
1999,99.1994912194322
2000,89.4306579617766
2001,73.7471119995994
2002,82.9208390442994
2003,83.9325826620692
2004,93.8157321567302
2005,95.0840046303638
2006,120.749981766273
2007,137.058387838563
2008,146.106082230139
2009,133.379153167955
2010,133.232850492333
2011,136.179840420492
2012,139.67584734162
2013,134.026785643922
2014,125.126181075833
2015,110.961570714633
2016,105.823574017406
2017,100.617445813258
2018,98.8755599017608
2019,103.084998637386
1970,14.6997294093434
1971,14.6692844157824
1972,14.6535097294915
1973,14.7903319073057
1974,14.7274404561897
1975,14.6580821318825
1976,14.5170576363826
1977,14.5746375282243
1978,15.4744421471271
1979,14.4129836883838
1980,14.3112893040102
1981,13.8119354057748
1982,14.8625370612046
1983,19.9734653222343
1984,9.10569132029178
1985,13.8028174813233
1986,11.3151658115404
1987,20.1155453651653
1988,45.5281066347065
1989,44.126832004592
1990,35.847208477029
1991,38.1823216438139
1992,44.1307586141226
1993,52.6288120122738
1994,64.8092699972652
1995,60.5544661404589
1996,63.7571736099755
1997,65.1569707659486
1998,84.2695405093273
1999,80.0584561654877
2000,74.3103374616449
2001,66.298081469638
2002,62.4585715301247
2003,50.9645021257814
2004,54.2212412518207
2005,64.7794421845913
2006,78.4814496750703
2007,73.1972399037401
2008,77.7387282935679
2009,74.0853471983389
2010,82.5696417732915
2011,91.77764241877
2012,98.1850787348104
2013,98.1791192672445
2014,99.0600105763271
2015,85.7983217037662
2016,75.0918909206445
2017,75.8265159510564
2018,78.9055761918227
2019,76.6079943545079
1990,82.9182677466989
1991,51.6977885127778
1992,130.873273828124
1993,111.052365872528
1994,77.7681123381162
1995,73.9098680646174
1996,89.9311112716942
1997,88.5262973954332
1998,90.6434529583898
1999,79.9540032127527
2000,81.6347060132014
2001,86.4819722951741
2002,83.3097187281367
2003,84.773343920746
2004,93.3543750107829
2005,100.496668002025
2006,100.377899257793
2007,95.7257715504064
2008,91.4264738479481
2009,86.7198611753153
2010,108.997934109564
2011,121.508502135485
2012,127.527271490134
2013,124.204079253866
2014,125.27370096693
2015,122.283608009306
2016,118.89339742514
2017,123.899844757096
2018,123.62322994575
2019,121.094501082498
1970,62.5976161068099
1971,66.6975365747729
1972,70.7934014106733
1973,74.1658454141149
1974,54.3748778122708
1975,54.1000995142407
1976,65.1866308891923
1977,69.5487804844809
1978,76.3723150402022
1979,102.385650226804
1980,110.971428568675
1981,106.035714287331
1982,156.996587024071
1983,80.5784750540736
1984,92.6522859231156
1985,91.9745537176273
1986,70.1526518596019
1987,120.092997095399
1988,122.477618972062
1989,113.355378193707
1990,113.343540736581
1991,96.5175430472856
1992,66.0221322503772
1993,65.9254597774687
1994,66.7108427602404
1995,69.1499838075146
1996,67.7472500721406
1997,61.9013653612023
1998,54.7127829834301
1999,50.8061107158943
2000,50.6392925946712
2001,56.1349183995534
2002,51.9063777619017
2003,54.4547931475299
2004,90.9727970263928
2005,92.7626562719853
2006,91.0693970279743
2007,97.9677079669857
2008,106.62567317663
2009,90.3978388622244
2010,95.0966529401975
2011,102.139882413736
2012,88.5069110899761
2013,86.1206281358404
2014,79.7520338568114
2015,71.8246041638706
2016,67.647153664497
2017,68.3099180248483
2018,68.1548308048896
2019,63.6116688057992
1960,42.7310795327355
1961,49.464816861598
1962,53.0160091898408
1963,56.0954487001314
1964,55.3859770569314
1965,58.780220826271
1966,57.715733737586
1967,53.5420195825095
1968,53.2472837885808
1969,52.7652186791728
1970,55.8369428231676
1971,72.999505580626
1972,82.5120195595136
1973,79.9080770923639
1974,96.2045278751842
1975,120.217775363452
1976,158.941077737703
1977,126.294917399934
1978,108.363258778536
1979,146.871850441988
1980,146.764733999908
1981,151.651258669172
1982,158.178851579561
1983,164.992779022198
1984,168.140728465373
1985,157.429621833524
1986,150.601002911389
1987,153.338844831196
1988,167.073517782789
1989,166.230535957826
1990,161.119684221821
1991,169.994356764124
1992,159.106954985514
1993,163.469467760221
1994,154.706136284622
1995,162.288486313697
1996,164.114340233055
1997,158.957516868297
1998,178.548183978293
1999,158.232866789048
2000,161.271574506144
2001,182.177154123893
2002,201.330527678448
2003,191.091936012775
2004,178.376393129508
2005,162.479608489379
2006,165.53874624481
2007,163.046662637525
2008,159.257180807549
2009,156.696306469539
2010,147.802722129537
2011,147.344521845373
2012,147.325675507669
2013,130.371863825789
2014,123.324236478463
2015,129.034647249478
2016,133.105967851084
2017,135.39799302491
2018,142.680227524925
2019,134.28578191878
1964,94.0813449068144
1965,90.1866037323818
1966,96.5809244009939
1967,100.819428123032
1968,96.4407749541998
1969,98.3716675848808
1970,101.103482078459
1971,102.139534667141
1972,102.918455077549
1973,137.674867200688
1974,145.761041050012
1975,127.23097107764
1976,144.578122500105
1977,138.898329127627
1978,135.530567468601
1979,128.015258607649
1980,133.918830498158
1981,104.486389064605
1982,90.4692216397194
1983,86.8367722948149
1984,84.1431507788732
1985,75.1445086146734
1986,75.6459699517103
1987,72.9692519677801
1988,66.8048002222018
1989,66.739276173335
1990,62.0500000212532
1991,31.5447368721648
1992,61.8879999126181
1993,64.7266665930648
1994,64.7266664481012
1995,64.7272735966234
1996,79.8740184337134
1997,79.8745164628955
1998,79.8724391237311
1999,79.8715569441648
2000,70.3127747257682
2001,65.3911900115019
2002,73.1358195177807
2003,71.9215384302524
2004,290.499262560515
2005,270.363636364666
2006,277.139057406954
2007,74.4994731296101
2008,87.4659400544959
2009,62.9437229437229
2010,68.8080495356037
2011,89.0767230169051
2012,89.1580161476355
2013,88.0165289256198
2014,78.8602045786654
2015,85.3503184713376
2016,84.0768951759159
2017,82.7361563517915
2018,82.4454336664936
2019,88.0957943015308
1970,112.514695470156
1971,101.938283978319
1972,101.040398641361
1973,107.611224298105
1974,118.214489120839
1975,114.766187117476
1976,108.700263063187
1977,109.387182433614
1978,106.323182862444
1979,113.804348187273
1980,114.012464524963
1981,119.565670532278
1982,102.685269124484
1983,93.2182574518033
1984,94.0203647193455
1985,74.893332523487
1986,61.0628899937356
1987,59.2755477285889
1988,55.4631129473849
1989,61.1198089365844
1990,70.7978008627065
1991,64.5919162654377
1992,56.0633057285648
1993,59.7942563281182
1994,53.1524029361598
1995,51.5970147875679
1996,52.5418301797873
1997,48.6330996257076
1998,40.2494250969877
1999,41.0745356571121
2000,50.5754985778276
2001,51.7853167058536
2002,94.4715131286039
2003,103.19980705607
2004,101.154022987807
2005,99.6202284631697
2006,106.566423723668
2007,102.172535953998
2008,105.832088106792
2009,126.602710043921
2010,116.759942775779
2011,108.034004749925
2012,117.406858993653
2013,170.72960072843
2014,235.538207380897
2015,108.360776606557
2016,87.0912728122066
2017,112.10926101407
2018,110.382303754245
2019,108.718405039585
1970,84.2877300051779
1971,79.9748291570413
1972,77.9851754892173
1973,78.9454078764414
1974,83.9995477600581
1975,75.319039431508
1976,80.2520917178468
1977,88.8105430744299
1978,85.0492245544585
1979,89.2644202012517
1980,96.4908983399714
1981,97.5435667973186
1982,89.4584251663241
1983,88.4089035832862
1984,93.1131656495909
1985,94.2891298168887
1986,88.294953108421
1987,82.1594326659695
1988,84.5896837602931
1989,89.6859546702716
1990,83.7021446968265
1991,79.2440291657918
1992,79.8334128387302
1993,78.477972300241
1994,76.9523265740808
1995,76.0186938774261
1996,78.4751721624348
1997,88.1297112934257
1998,87.7400170073151
1999,89.1185416545783
2000,97.1351610059494
2001,95.1309572789272
2002,90.6590050879749
2003,89.1278569285302
2004,93.9405486669883
2005,100.460725119294
2006,104.607003442472
2007,111.554559296872
2008,115.136745100245
2009,107.725299691143
2010,117.883494070137
2011,123.09434163831
2012,124.070182759882
2013,130.891636796354
2014,116.29075493136
2015,113.122254463176
2016,119.728166411767
2017,119.270037206676
2018,119.829924760766
2019,119.702474659711
1990,86.1669009152109
1991,38.5400244788711
1992,32.9716646176886
1993,132.122273137437
1994,89.2423486639695
1995,84.9562178985158
1996,93.2031317818314
1997,100.025609013827
1998,89.6582878018121
1999,74.8214951638714
2000,83.3785893281735
2001,93.6656971630274
2002,100.490621074193
2003,98.2349064828604
2004,104.604018876523
2005,117.483577036961
2006,124.335443328732
2007,116.387387927408
2008,126.849087602913
2009,105.338778299376
2010,129.887382863414
2011,148.447219109978
2012,155.843160657432
2013,155.886790868636
2014,142.721642753591
2015,138.552317324475
2016,134.453858437451
2017,144.873355393449
2018,148.639351605477
2019,149.693087967651
1950,114.793421383235
1951,154.153963898408
1952,157.223002875357
1953,138.17146857403
1954,133.794600242243
1955,145.425569251223
1956,154.814387034236
1957,153.165315215731
1958,143.211069133825
1959,145.389255720571
1960,154.324475151074
1961,161.159876298794
1962,153.848143192591
1963,150.102038836302
1964,152.428893937962
1965,155.488825776912
1966,148.057853205487
1967,145.13776423133
1968,146.385543920045
1969,148.159543567381
1970,156.672475571042
1971,163.791133689745
1972,151.647909517171
1973,157.897913884281
1974,175.45058151905
1975,171.450760316659
1976,161.839061991306
1977,161.019334816598
1978,157.597770781465
1979,168.75618395025
1980,168.525204225575
1981,166.939500543404
1982,170.287795525614
1983,170.974698186632
1984,190.185735510149
1985,201.132543383747
1986,183.574502851438
1987,182.46773031364
1988,183.92989348583
1989,185.991468276539
1990,182.868949523492
1991,183.690727080899
1992,177.769142865293
1993,176.66794961342
1994,180.950603152966
1995,184.615134976502
1996,190.432181126353
1997,210.582263607924
1998,232.890088784925
1999,239.216927815784
2000,271.950966356649
2001,271.344448796917
2002,258.843148263393
2003,254.101052437033
2004,281.208393928219
2005,297.772974229331
2006,320.598261765662
2007,332.50484932692
2008,343.561828330302
2009,295.972806200216
2010,316.161400227568
2011,323.449607347643
2012,341.862022195953
2013,349.241939063509
2014,392.804183547751
2015,408.362011783242
2016,390.662501606378
2017,400.079471313964
2018,387.103339675389
2019,381.516616449664
1970,213.855882584266
1971,213.857442897735
1972,213.863533887814
1973,213.846670924024
1974,213.862123812259
1975,213.881807212601
1976,213.796081698289
1977,213.90848261661
1978,213.940857253169
1979,213.538905240778
1980,214.245685347984
1981,214.03798126355
1982,212.333049161694
1983,216.366025564449
1984,213.414869029276
1985,200.092686996014
1986,207.03125
1987,203.788024953373
1988,197.418612298586
1989,192.582455814817
1990,177.058254306174
1991,169.88326587952
1992,148.188806334679
1993,135.531658560528
1994,131.356509884117
1995,126.263387331145
1996,123.277700428262
1997,124.227987202671
1998,125.882965276229
1999,133.399521900062
2000,148.943231117209
2001,151.103841514675
2002,153.403257063203
2003,151.735783612742
2004,149.713848327838
2005,137.136633908663
2006,129.521370988186
2007,131.37900150629
2008,127.270505484025
2009,114.148495045694
2010,120.444254857788
2011,123.343876445148
2012,124.167437423288
2013,121.040875044007
2014,116.562987762119
2015,116.64959567989
2016,110.562010163251
2017,113.274805562102
2018,116.001448278033
2019,116.93951733499
1960,26.5881765729659
1961,34.5797705390982
1962,32.4176094118535
1963,32.4586777613519
1964,33.0501398954942
1965,33.2056978204573
1966,40.1458011712423
1967,38.6839827659572
1968,39.6908606782687
1969,40.2939301954966
1970,40.7941808970842
1971,42.569189333368
1972,38.0300988476455
1973,34.0344100217137
1974,35.2915627297942
1975,36.2544693964293
1976,32.648521430344
1977,37.8535258572926
1978,38.6232467632039
1979,40.9636434060882
1980,37.1762321713716
1981,29.6527009878471
1982,28.5142615094018
1983,24.8396302931474
1984,30.6921069458694
1985,31.1183194505377
1986,22.1150379037928
1987,31.0309167618046
1988,31.186346940203
1989,32.9869078804701
1990,34.8991368131282
1991,35.7569295954359
1992,33.4505212822384
1993,32.4343167032011
1994,42.3132778246786
1995,45.8188916468209
1996,38.2157900235469
1997,42.5839902352912
1998,41.8084817332036
1999,47.3777906267021
2000,57.368911051676
2001,53.4506971734822
2002,33.2849535372898
2003,46.2047799639891
2004,71.6489490358373
2005,59.9081450087219
2006,61.0936886864508
2007,66.7027353581284
2008,74.3573539607911
2009,62.4116975972461
2010,57.8748945099661
2011,56.4830925966471
2012,52.6517140807068
2013,56.3675817912314
2014,61.9694322120881
2015,61.2203788354371
2016,60.8346984847818
2017,65.3434015083443
2018,67.8415046681269
2019,62.6013230457438
1954,29.1568985188961
1955,29.163064405811
1956,32.5455878155264
1957,32.4700449768312
1958,28.981624522506
1959,27.9698476891304
1960,35.4956395180467
1961,33.0410273590522
1962,33.7606717207374
1963,35.154583406915
1964,28.7305434993814
1965,30.457593028204
1966,33.3794540158943
1967,34.3883284802467
1968,36.0739024240929
1969,35.5928089532677
1970,34.7141586748215
1971,32.1789700722474
1972,33.0706689667505
1973,39.9000426343156
1974,40.9837611098342
1975,45.9601148237039
1976,42.3796088130537
1977,39.4775316161664
1978,39.4361365231384
1979,40.8001237629324
1980,38.9866589927612
1981,34.9085636803622
1982,31.6643252229419
1983,30.1136415299536
1984,33.7845642916461
1985,33.1614089002276
1986,29.4767412428635
1987,31.3272430494911
1988,35.077410715173
1989,30.7321844865054
1990,37.6478922777676
1991,38.7613974849993
1992,39.2124633058907
1993,28.6910992655495
1994,44.3248797024623
1995,42.9784501441651
1996,26.0943355466206
1997,34.1556552951615
1998,42.513940803987
1999,43.674240483083
2000,36.9509050891518
2001,39.1206350620993
2002,40.3460389783692
2003,49.8769822743284
2004,50.2844433173783
2005,56.1664417738592
2006,53.4999160212838
2007,54.2834480858912
2008,63.5035519174282
2009,61.6396737508673
2010,55.3047692425427
2011,55.7606318799416
2012,69.0285631259117
2013,82.8672678137717
2014,78.5061088466053
2015,63.3552442692765
2016,67.1616880185584
2017,59.0254663150599
2018,55.9489989410399
2019,50.6950293431342
1955,89.9811746692405
1956,92.3893739147735
1957,91.7918024128145
1958,84.4566850179762
1959,88.644596820377
1960,97.4445361522851
1961,94.9186851826958
1962,94.1012921281564
1963,91.2321207944608
1964,87.4673864761359
1965,87.0952079067602
1966,83.9154839940317
1967,79.3204140993457
1968,82.9621182079555
1969,84.0143715633333
1970,86.8797024262406
1971,79.4905441914319
1972,73.3755274261603
1973,77.3326924104043
1974,96.3863855105434
1975,90.6457101916532
1976,93.1956560441517
1977,92.7767470624613
1978,92.5460592303226
1979,103.153541271756
1980,112.587228933744
1981,110.862131810529
1982,110.458633524497
1983,108.016296632786
1984,106.629792583281
1985,104.683103136698
1986,106.497751208202
1987,111.919590553123
1988,122.624228645664
1989,136.689061416096
1990,146.888252533989
1991,159.311447263255
1992,150.611220981935
1993,157.940462501597
1994,179.904942673986
1995,192.113200253514
1996,181.766982485457
1997,185.66511116237
1998,209.492202808189
1999,217.570919391949
2000,220.406788982074
2001,203.364636010653
2002,199.356232695655
2003,194.195129056831
2004,210.374265897124
2005,203.854644595624
2006,202.577146840398
2007,192.465506357652
2008,176.668324785148
2009,162.5589704527
2010,157.944764886771
2011,154.937684607226
2012,147.841754766013
2013,142.720991464873
2014,138.31219776982
2015,131.370072434098
2016,126.899010035854
2017,133.155190882527
2018,130.430391080596
2019,123.000106573606
1970,126.834925687954
1971,126.835003274236
1972,126.834977891762
1973,126.834779649552
1974,126.834561182952
1975,126.835307503999
1976,126.835388570744
1977,126.834853328689
1978,126.833788246717
1979,126.833467945588
1980,126.839039795098
1981,126.835793434499
1982,126.832178175997
1983,126.828460606465
1984,126.831867983567
1985,126.866898042111
1986,126.819563015925
1987,126.814101376692
1988,126.80987232377
1989,126.848905368422
1990,127.042048097004
1991,126.582887652606
1992,126.786793731974
1993,126.788726688604
1994,127.044070704596
1995,128.007761752721
1996,124.287085395764
1997,127.806324053458
1998,126.798391467344
1999,128.320790874752
2000,121.476394536203
2001,118.229867002096
2002,118.88224246186
2003,123.567351652473
2004,138.163700729969
2005,140.177255066743
2006,144.812572548222
2007,161.084784989169
2008,169.87122288097
2009,130.37077015051
2010,133.249172729101
2011,163.991597667816
2012,179.118729183048
2013,167.195964530041
2014,165.981430028488
2015,149.522542638605
2016,149.053491827637
2017,151.561795141689
2018,153.832765425441
2019,146.991519564917
1960,42.6129716492177
1961,42.970716481858
1962,41.2805159070179
1963,37.8180141742915
1964,41.907830772349
1965,35.4389368395588
1966,35.9886522646962
1967,42.4890769749534
1968,34.4420917009234
1969,36.66080278193
1970,37.4759465857499
1971,40.8383233530413
1972,45.8837772397361
1973,54.5454545448045
1974,87.2027101402686
1975,61.5683184447742
1976,50.0326583931208
1977,49.1580662683761
1978,49.4556765161464
1979,49.033089815023
1980,52.4908424908642
1981,36.2690132815114
1982,37.3070248281556
1983,45.0542520451879
1984,49.597987889378
1985,45.2924400801775
1986,36.8803292575314
1987,33.0817951151229
1988,40.0686565570642
1989,37.5532675216756
1990,39.8339396561716
1991,40.7713057865418
1992,45.3937845022068
1993,41.1102602437022
1994,47.4384932473564
1995,56.500777920211
1996,47.7561644715893
1997,53.2595309385087
1998,46.9474275022209
1999,50.0264356036308
2000,55.4225754340722
2001,60.2008030177563
2002,57.8292913730619
2003,58.6281417029487
2004,55.311617661017
2005,54.1253257762848
2006,60.9766738353202
2007,56.6497462449036
2008,63.7879568621793
2009,50.5684329730023
2010,57.9852972401459
2011,53.9135577829201
2012,59.1205945506867
2013,57.970682511953
2014,60.4593620301254
2015,63.6396310890047
2016,63.6875301267334
2017,58.0684483263947
2018,60.1447828036652
2019,57.44318133678
1954,168.216713282027
1955,171.545977007981
1956,173.222025502913
1957,169.297361561953
1958,166.200399367587
1959,158.152983141813
1960,162.080675821605
1961,153.421036470721
1962,148.03183652385
1963,152.294421778328
1964,164.780883599307
1965,157.03411903232
1966,160.390705325986
1967,155.636541327287
1968,174.07690676136
1969,177.242548241256
1970,162.344096777548
1971,160.983050973382
1972,160.445199477687
1973,188.670626177732
1974,247.631198111019
1975,226.066723975549
1976,228.807762206462
1977,236.405991421519
1978,217.92997991286
1979,232.071388774608
1980,236.778808753576
1981,216.49069769219
1982,194.981010102402
1983,188.38417695437
1984,196.066340522461
1985,202.776845852597
1986,195.247609299335
1987,209.284380795475
1988,212.470029738337
1989,218.498792080277
1990,232.375123324674
1991,233.556414370724
1992,241.134318317826
1993,252.976339118237
1994,256.913523524525
1995,253.980991219127
1996,237.571187183178
1997,226.111160201467
1998,223.307852675469
1999,227.015090172985
2000,245.8604268897
2001,218.663351239766
2002,218.851532545821
2003,214.574796696716
2004,208.259830187124
2005,211.187928456295
2006,250.284992851971
2007,258.509769865393
2008,297.201690407427
2009,296.974880265859
2010,307.421774376847
2011,318.393157394546
2012,325.722015367667
2013,307.441678102333
2014,284.757570781825
2015,297.952695565727
2016,289.386385334195
2017,277.264015121404
2018,267.408165898023
2019,261.047050228586
1970,146.40826451403
1971,146.313942168822
1972,146.526415292449
1973,146.384418524597
1974,146.031015304133
1975,147.163815292596
1976,145.958445001075
1977,144.970779169051
1978,150.562210411821
1979,142.342343180906
1980,142.007784032237
1981,167.336508107152
1982,117.682737368528
1983,120.823190424786
1984,169.535642530564
1985,146.37219723996
1986,123.972429509751
1987,113.671019264103
1988,131.339500210332
1989,138.840989019771
1990,138.685846502683
1991,118.539845752181
1992,117.476064080857
1993,117.476062537683
1994,117.476061688904
1995,117.476062807333
1996,117.537447819711
1997,117.672349126182
1998,117.218390387548
1999,117.721604943708
2000,118.077050587583
2001,115.856516192905
2002,119.23124782184
2003,119.143386616872
2004,109.194913189781
2005,129.355442566516
2006,118.879805881742
2007,120.373304334186
2008,128.279937719363
2009,133.062309801801
2010,151.191718621671
2011,153.261758853191
2012,156.764919856303
2013,163.46197838616
2014,153.192535759486
2015,142.709615040721
2016,123.475779129757
2017,138.092359174644
2018,127.633672444386
2019,134.232645237925
1960,26.8838456576841
1961,27.141188474856
1962,29.7851196668572
1963,37.3816798839394
1964,42.3970673900877
1965,40.1686772235523
1966,39.9498853077434
